6.379371337890625000e+02,3.107544860839843750e+02
6.395457763671875000e+02,2.970567321777343750e+02
6.357523193359375000e+02,2.357622680664062500e+02
6.331753540039062500e+02,2.353592071533203125e+02
6.290507812500000000e+02,2.362727966308593750e+02
6.143304443359375000e+02,2.347683105468750000e+02
6.115154418945312500e+02,2.326044464111328125e+02
6.035784912109375000e+02,2.331473999023437500e+02
5.860832519531250000e+02,2.349071655273437500e+02
5.810423583984375000e+02,2.362683105468750000e+02
5.758834838867187500e+02,2.379443969726562500e+02
5.488013916015625000e+02,2.424805755615234375e+02
5.398435058593750000e+02,2.440211334228515625e+02
5.320061035156250000e+02,2.433515625000000000e+02
5.132722167968750000e+02,2.357578887939453125e+02
5.078897094726562500e+02,2.361658020019531250e+02
5.001278076171875000e+02,2.364720153808593750e+02
4.797541198730468750e+02,2.361683654785156250e+02
4.760543823242187500e+02,2.377224731445312500e+02
4.690301818847656250e+02,2.379732818603515625e+02
4.387240600585937500e+02,2.417792358398437500e+02
4.294453125000000000e+02,2.422931823730468750e+02
4.195209655761718750e+02,2.418125305175781250e+02
3.923036193847656250e+02,2.420689392089843750e+02
3.921791687011718750e+02,2.421503906250000000e+02
3.802436523437500000e+02,2.403464355468750000e+02
3.481676025390625000e+02,2.467392425537109375e+02
3.405016479492187500e+02,2.474465332031250000e+02
3.133192443847656250e+02,2.504378662109375000e+02
3.040946350097656250e+02,2.512906799316406250e+02
2.965927429199218750e+02,2.510496826171875000e+02
2.904291992187500000e+02,2.474166870117187500e+02
2.726005249023437500e+02,2.351160888671875000e+02
2.726077880859375000e+02,2.348624267578125000e+02
2.443578033447265625e+02,2.391750793457031250e+02
2.376336059570312500e+02,2.386741333007812500e+02
2.297703247070312500e+02,2.409527587890625000e+02
1.948996582031250000e+02,2.421428222656250000e+02
1.927290954589843750e+02,2.431269378662109375e+02
1.872287445068359375e+02,2.391996154785156250e+02
1.594760437011718750e+02,2.367921600341796875e+02
1.457404937744140625e+02,2.370015411376953125e+02
1.405960083007812500e+02,2.380327758789062500e+02
1.251217193603515625e+02,2.395108337402343750e+02
1.210403671264648438e+02,2.429521331787109375e+02
9.193348693847656250e+01,2.441534118652343750e+02
8.818891906738281250e+01,2.420996551513671875e+02
8.319070434570312500e+01,2.424854278564453125e+02
6.709438323974609375e+01,2.346241760253906250e+02
6.182868957519531250e+01,2.335116577148437500e+02
5.677302551269531250e+01,2.327483520507812500e+02
3.922858428955078125e+01,2.366475219726562500e+02
3.304615020751953125e+01,2.361072387695312500e+02
2.866544342041015625e+01,2.361449432373046875e+02
1.171655654907226562e+01,2.356696777343750000e+02
8.703230857849121094e+00,2.357717285156250000e+02
6.796839237213134766e+00,2.343485412597656250e+02
6.848805427551269531e+00,2.314577636718750000e+02
