6.373477172851562500e+02,3.266440429687500000e+02,6.150139868259429932e-02
6.359614257812500000e+02,2.251981811523437500e+02,9.844974428415298462e-02
6.354526367187500000e+02,2.420602569580078125e+02,7.766616344451904297e-02
6.394388427734375000e+02,2.335621337890625000e+02,5.786591023206710815e-02
6.102286987304687500e+02,2.287744903564453125e+02,4.715450108051300049e-02
6.200016479492187500e+02,2.371652069091796875e+02,3.881669640541076660e-01
6.112161254882812500e+02,2.367948150634765625e+02,4.319130778312683105e-01
6.029804687500000000e+02,2.322492980957031250e+02,3.413892090320587158e-01
5.660290527343750000e+02,2.295189361572265625e+02,6.029749512672424316e-01
5.571178588867187500e+02,2.299689788818359375e+02,6.557196974754333496e-01
5.502097167968750000e+02,2.283517150878906250e+02,6.018223762512207031e-01
5.209309082031250000e+02,2.292895050048828125e+02,6.170602440834045410e-01
5.147327270507812500e+02,2.311301116943359375e+02,6.621452569961547852e-01
5.086174926757812500e+02,2.343569183349609375e+02,6.348801851272583008e-01
4.977877502441406250e+02,2.333635406494140625e+02,6.146559715270996094e-01
4.947918395996093750e+02,2.340690765380859375e+02,5.234039425849914551e-01
4.923389282226562500e+02,2.334769134521484375e+02,4.574367702007293701e-01
4.752601318359375000e+02,2.364677734375000000e+02,8.795846104621887207e-01
4.700608825683593750e+02,2.383219604492187500e+02,8.178981542587280273e-01
4.648323364257812500e+02,2.409728546142578125e+02,7.576603889465332031e-01
4.345357971191406250e+02,2.462720336914062500e+02,7.039274573326110840e-01
4.270528259277343750e+02,2.464922637939453125e+02,8.782718181610107422e-01
4.159302673339843750e+02,2.463109893798828125e+02,7.491888999938964844e-01
3.696181945800781250e+02,2.369722900390625000e+02,4.188851416110992432e-01
3.698156433105468750e+02,2.370538940429687500e+02,3.816218972206115723e-01
3.601662597656250000e+02,2.304565124511718750e+02,2.759324014186859131e-01
3.017958679199218750e+02,2.275534667968750000e+02,1.618138074874877930e+00
2.920970153808593750e+02,2.276538848876953125e+02,1.319837450981140137e+00
2.678698425292968750e+02,2.294507598876953125e+02,6.713553667068481445e-01
2.615798339843750000e+02,2.315103759765625000e+02,5.672268867492675781e-01
2.573068847656250000e+02,2.327760162353515625e+02,1.147039413452148438e+00
2.533579254150390625e+02,2.342364044189453125e+02,8.160665631294250488e-01
2.482100524902343750e+02,2.288232269287109375e+02,3.138696253299713135e-01
2.482090911865234375e+02,2.285726470947265625e+02,3.134761154651641846e-01
2.317953186035156250e+02,2.382763214111328125e+02,8.838830590248107910e-01
2.250540618896484375e+02,2.395740661621093750e+02,8.743429780006408691e-01
2.192943572998046875e+02,2.400541687011718750e+02,1.218840599060058594e+00
1.841067962646484375e+02,2.475327453613281250e+02,8.702308535575866699e-01
1.739067840576171875e+02,2.458237457275390625e+02,6.135951876640319824e-01
1.617550506591796875e+02,2.454920806884765625e+02,5.697472095489501953e-01
1.165910491943359375e+02,2.322970123291015625e+02,5.201501846313476562e-01
1.061843566894531250e+02,2.280162200927734375e+02,5.060043931007385254e-01
9.647222137451171875e+01,2.263352203369140625e+02,7.421038150787353516e-01
6.540040588378906250e+01,2.200200500488281250e+02,1.210696935653686523e+00
5.958468246459960938e+01,2.204974517822265625e+02,6.321843266487121582e-01
4.278418350219726562e+01,2.294550018310546875e+02,8.546018004417419434e-01
4.087675094604492188e+01,2.319126739501953125e+02,8.916949629783630371e-01
3.952289581298828125e+01,2.322931976318359375e+02,8.464857935905456543e-01
3.398243331909179688e+01,2.325257110595703125e+02,4.536672234535217285e-01
3.201691436767578125e+01,2.326120300292968750e+02,3.991973102092742920e-01
2.956864166259765625e+01,2.321486358642578125e+02,4.728392362594604492e-01
1.407437801361083984e+01,2.345510101318359375e+02,6.028583645820617676e-01
8.328755378723144531e+00,2.370058746337890625e+02,4.977915585041046143e-01
3.881779193878173828e+00,2.373442840576171875e+02,4.691200554370880127e-01
7.223247051239013672e+00,1.909720916748046875e+02,6.797033548355102539e-02
2.935083198547363281e+01,3.185479736328125000e+02,6.939702481031417847e-02
4.107976436614990234e+00,2.361450195312500000e+02,4.832376539707183838e-02
5.378525733947753906e+00,2.392474212646484375e+02,5.463401600718498230e-02
