6.346178588867187500e+02,3.244190368652343750e+02,6.510833650827407837e-02
6.251287841796875000e+02,3.265998535156250000e+02,1.178522780537605286e-01
6.186301269531250000e+02,3.265369262695312500e+02,1.101103946566581726e-01
6.068119506835937500e+02,3.326076660156250000e+02,1.552765518426895142e-01
6.056538085937500000e+02,3.330931701660156250e+02,1.316703259944915771e-01
6.050580444335937500e+02,3.343646240234375000e+02,1.966152936220169067e-01
6.045153808593750000e+02,3.337843627929687500e+02,1.771967858076095581e-01
6.044138183593750000e+02,3.342930908203125000e+02,1.531017273664474487e-01
6.273322753906250000e+02,3.179878234863281250e+02,9.126807749271392822e-02
6.048497924804687500e+02,3.341480712890625000e+02,1.683384329080581665e-01
6.049180908203125000e+02,3.339689941406250000e+02,2.185513228178024292e-01
6.043902587890625000e+02,3.339456481933593750e+02,2.489130645990371704e-01
6.001186523437500000e+02,3.284513854980468750e+02,3.157881200313568115e-01
5.967456054687500000e+02,3.251901245117187500e+02,3.494813442230224609e-01
5.677869262695312500e+02,3.155880126953125000e+02,1.703173220157623291e-01
5.581030883789062500e+02,3.182466430664062500e+02,1.712103188037872314e-01
5.460370483398437500e+02,3.187303161621093750e+02,1.435408741235733032e-01
4.928262329101562500e+02,3.366704101562500000e+02,1.661672741174697876e-01
4.787494201660156250e+02,3.382784423828125000e+02,2.382862418889999390e-01
4.410349121093750000e+02,3.403004760742187500e+02,3.018645942211151123e-01
4.347360229492187500e+02,3.422229003906250000e+02,3.272042274475097656e-01
4.326316833496093750e+02,3.445155029296875000e+02,3.758602440357208252e-01
4.298978881835937500e+02,3.463721618652343750e+02,3.672000169754028320e-01
4.288152160644531250e+02,3.449484863281250000e+02,3.013507127761840820e-01
4.291231689453125000e+02,3.461204833984375000e+02,2.373484522104263306e-01
4.285337524414062500e+02,3.368562927246093750e+02,7.017365097999572754e-02
4.292384643554687500e+02,3.471044311523437500e+02,1.645692735910415649e-01
4.283411254882812500e+02,3.461705627441406250e+02,1.991525292396545410e-01
4.281500244140625000e+02,3.442203369140625000e+02,3.187052011489868164e-01
4.259683532714843750e+02,3.431284484863281250e+02,3.625407516956329346e-01
4.256324462890625000e+02,3.409421081542968750e+02,3.373668789863586426e-01
4.011917724609375000e+02,3.268042297363281250e+02,2.372583299875259399e-01
3.810197753906250000e+02,3.268895263671875000e+02,1.764293015003204346e-01
3.681560363769531250e+02,3.268357238769531250e+02,2.055769115686416626e-01
3.246766967773437500e+02,3.386121520996093750e+02,5.286848545074462891e-02
3.053056945800781250e+02,3.361863708496093750e+02,1.493212878704071045e-01
2.446246643066406250e+02,3.440025939941406250e+02,3.794897794723510742e-01
2.377123718261718750e+02,3.439791870117187500e+02,3.573763668537139893e-01
2.349469451904296875e+02,3.447055358886718750e+02,3.494259715080261230e-01
2.290494689941406250e+02,3.483054199218750000e+02,2.917281985282897949e-01
2.283836364746093750e+02,3.491468811035156250e+02,2.879568338394165039e-01
2.280988159179687500e+02,3.502721557617187500e+02,2.660721838474273682e-01
2.349206695556640625e+02,3.374687805175781250e+02,6.562226265668869019e-02
2.296956176757812500e+02,3.484355773925781250e+02,1.071060374379158020e-01
2.280265808105468750e+02,3.491469116210937500e+02,1.640540957450866699e-01
2.262146759033203125e+02,3.477498474121093750e+02,3.193522989749908447e-01
2.257304077148437500e+02,3.453377990722656250e+02,3.072232007980346680e-01
2.246113128662109375e+02,3.460445861816406250e+02,2.585108578205108643e-01
2.043671264648437500e+02,3.348947143554687500e+02,1.821721196174621582e-01
1.923850250244140625e+02,3.282950134277343750e+02,1.972943544387817383e-01
1.417798156738281250e+02,3.333147277832031250e+02,1.318859308958053589e-01
1.264151687622070312e+02,3.407085571289062500e+02,4.422038421034812927e-02
1.148020706176757812e+02,3.372809143066406250e+02,1.056414842605590820e-01
5.775246047973632812e+01,3.390686035156250000e+02,3.437240123748779297e-01
5.197782516479492188e+01,3.368138122558593750e+02,2.690101861953735352e-01
4.963931655883789062e+01,3.391903076171875000e+02,2.979384064674377441e-01
4.411169052124023438e+01,3.413403320312500000e+02,2.811734080314636230e-01
4.402989196777343750e+01,3.418790893554687500e+02,2.378636449575424194e-01
4.310636520385742188e+01,3.434930419921875000e+02,2.437402456998825073e-01
4.206873703002929688e+01,3.381481933593750000e+02,1.277214586734771729e-01
4.206880187988281250e+01,3.381468505859375000e+02,1.277417689561843872e-01
4.978102111816406250e+01,3.331500854492187500e+02,6.325878947973251343e-02
4.266635513305664062e+01,3.407294921875000000e+02,1.093404293060302734e-01
4.219091415405273438e+01,3.401677551269531250e+02,1.396178305149078369e-01
3.856613159179687500e+01,3.368649902343750000e+02,1.158263012766838074e-01
3.666197967529296875e+01,3.352424011230468750e+02,1.559528410434722900e-01
3.458637619018554688e+01,3.337304077148437500e+02,1.217109113931655884e-01
