6.391412963867187500e+02,1.978978576660156250e+02
6.391187744140625000e+02,1.461063842773437500e+02
6.388015136718750000e+02,1.726417999267578125e+02
6.375346679687500000e+02,1.171714630126953125e+02
6.355576171875000000e+02,1.168256835937500000e+02
6.314071044921875000e+02,1.174952545166015625e+02
6.324506835937500000e+02,1.187150115966796875e+02
6.298657226562500000e+02,1.191639709472656250e+02
6.264232177734375000e+02,1.185608978271484375e+02
6.211892089843750000e+02,1.206129531860351562e+02
6.152429199218750000e+02,1.216155242919921875e+02
6.101129150390625000e+02,1.229324951171875000e+02
6.034965209960937500e+02,1.236459426879882812e+02
5.965878906250000000e+02,1.236753234863281250e+02
5.910548095703125000e+02,1.230951080322265625e+02
5.830609741210937500e+02,1.232472152709960938e+02
5.763389892578125000e+02,1.222342605590820312e+02
5.717683105468750000e+02,1.202973709106445312e+02
5.648757324218750000e+02,1.186406860351562500e+02
5.590812988281250000e+02,1.179603271484375000e+02
5.538964843750000000e+02,1.170391311645507812e+02
5.480043945312500000e+02,1.153108367919921875e+02
5.418896484375000000e+02,1.148022308349609375e+02
5.356489868164062500e+02,1.153980102539062500e+02
5.296071166992187500e+02,1.175202636718750000e+02
5.237878417968750000e+02,1.181737976074218750e+02
5.176984252929687500e+02,1.184606475830078125e+02
4.983214111328125000e+02,1.241172485351562500e+02
4.843064270019531250e+02,1.230001831054687500e+02
4.781788330078125000e+02,1.205966415405273438e+02
4.710405578613281250e+02,1.194680633544921875e+02
4.653578491210937500e+02,1.183887100219726562e+02
4.591039733886718750e+02,1.163125000000000000e+02
4.530294189453125000e+02,1.147237625122070312e+02
4.465093688964843750e+02,1.144769287109375000e+02
4.386936340332031250e+02,1.134670486450195312e+02
4.385074462890625000e+02,1.133722076416015625e+02
4.323827819824218750e+02,1.136411209106445312e+02
4.263255004882812500e+02,1.153550415039062500e+02
4.194343261718750000e+02,1.164055328369140625e+02
4.102811279296875000e+02,1.147808303833007812e+02
3.974414062500000000e+02,1.189873504638671875e+02
3.901327514648437500e+02,1.203206634521484375e+02
3.826000976562500000e+02,1.206593704223632812e+02
3.727050781250000000e+02,1.221137313842773438e+02
3.725090026855468750e+02,1.222946548461914062e+02
3.636052551269531250e+02,1.211371688842773438e+02
3.571477661132812500e+02,1.209132843017578125e+02
3.509439697265625000e+02,1.192105407714843750e+02
3.478758544921875000e+02,1.157541046142578125e+02
3.378772583007812500e+02,1.152289581298828125e+02
3.297652282714843750e+02,1.147047576904296875e+02
3.159166259765625000e+02,1.126455764770507812e+02
3.104208374023437500e+02,1.113647842407226562e+02
3.102624511718750000e+02,1.113710937500000000e+02
3.079186706542968750e+02,1.115995941162109375e+02
2.964129638671875000e+02,1.142209854125976562e+02
2.901943969726562500e+02,1.154077606201171875e+02
2.825397949218750000e+02,1.163324737548828125e+02
2.758843078613281250e+02,1.185918197631835938e+02
2.684455261230468750e+02,1.187492675781250000e+02
2.616279907226562500e+02,1.199583282470703125e+02
2.571392517089843750e+02,1.191461486816406250e+02
2.474553833007812500e+02,1.186195755004882812e+02
2.433352355957031250e+02,1.184391174316406250e+02
2.323925781250000000e+02,1.181827239990234375e+02
2.309963989257812500e+02,1.178369903564453125e+02
2.254505310058593750e+02,1.162536468505859375e+02
2.196300506591796875e+02,1.152668075561523438e+02
2.119609680175781250e+02,1.139899139404296875e+02
2.046292266845703125e+02,1.124494171142578125e+02
1.991997680664062500e+02,1.125002288818359375e+02
1.919941101074218750e+02,1.125091857910156250e+02
1.846792297363281250e+02,1.133345413208007812e+02
1.798521118164062500e+02,1.151911315917968750e+02
1.722213745117187500e+02,1.150024566650390625e+02
1.672061157226562500e+02,1.171854171752929688e+02
1.599492187500000000e+02,1.180965957641601562e+02
1.518867797851562500e+02,1.177896194458007812e+02
1.452048187255859375e+02,1.189757843017578125e+02
1.397598571777343750e+02,1.185162963867187500e+02
1.314237365722656250e+02,1.172312164306640625e+02
1.259234008789062500e+02,1.166068878173828125e+02
1.212784118652343750e+02,1.159277496337890625e+02
1.158272399902343750e+02,1.144364089965820312e+02
1.108485870361328125e+02,1.129297943115234375e+02
1.062704162597656250e+02,1.126162567138671875e+02
1.013984985351562500e+02,1.116862792968750000e+02
9.586756134033203125e+01,1.119495086669921875e+02
8.979078674316406250e+01,1.116096115112304688e+02
8.388893127441406250e+01,1.118070907592773438e+02
7.780545043945312500e+01,1.128304138183593750e+02
7.269789886474609375e+01,1.136060180664062500e+02
6.747539520263671875e+01,1.148593978881835938e+02
6.176789855957031250e+01,1.170170288085937500e+02
5.480379104614257812e+01,1.174654693603515625e+02
4.893938064575195312e+01,1.191419067382812500e+02
4.408053588867187500e+01,1.191729125976562500e+02
3.715010070800781250e+01,1.186076431274414062e+02
3.261337661743164062e+01,1.178522262573242188e+02
2.776484489440917969e+01,1.166826019287109375e+02
2.360977935791015625e+01,1.175190734863281250e+02
1.898767280578613281e+01,1.179468994140625000e+02
1.455108642578125000e+01,1.158691864013671875e+02
1.166373062133789062e+01,1.155156860351562500e+02
1.082123184204101562e+01,1.154779663085937500e+02
1.117016792297363281e+01,1.186977615356445312e+02
3.812894105911254883e+00,1.258049468994140625e+02
3.116340637207031250e+00,1.379494323730468750e+02
